date_sold,COGS,price_sold,customer,units_sold
12/23/2017,5.4,5.94,WI38374,6000
12/23/2017,1.7,7.92,ST20938,13000
12/23/2017,5.65,8.91,LL22355,23000
12/23/2017,4.85,6.93,QW56895,17000
12/24/2017,1.05,7.92,QZ38383,11000
12/24/2017,5.1,7.92,WI38374,41000
12/25/2017,3.7,5.94,ST20938,60000
12/25/2017,1.85,7.92,UY59785,28000
12/25/2017,2.8,6.93,AU53252,31000
12/25/2017,2.55,4.95,JI20398,9000
12/25/2017,2.95,7.92,SD61301,58000
12/25/2017,2.1,4.95,QB52151,47000
12/25/2017,1.8,3.96,TW29382,29000
12/25/2017,3.6,6.93,KM81354,3000
12/27/2017,2.4,6.93,LL22355,20000
12/27/2017,5.25,7.92,AJ30909,45000
12/27/2017,2.55,5.94,WG15152,25000
12/28/2017,4.45,8.91,QZ38383,46000
12/28/2017,3.2,6.93,DI41455,42000
12/28/2017,4.6,3.96,SD61301,24000
12/30/2017,2,7.92,LL22355,3000
12/30/2017,3.15,5.94,SD61301,9000
12/30/2017,4.35,8.91,FIO2818,42000
12/30/2017,2.75,3.96,JI20398,19000
12/30/2017,3.2,5.94,KM81354,26000
12/31/2017,5.3,8.91,RS29392,8000
12/31/2017,1.85,4.95,WG15152,53000
12/31/2017,1.55,7.92,WI38374,26000
12/31/2017,5.75,4.95,WI38374,37000
1/1/2018,4.6,8.91,JI20398,9000
1/1/2018,5.1,8.91,LL22355,30000
1/1/2018,3.3,5.94,EB26526,8000
1/2/2018,3.65,5.94,DI41455,18000
1/2/2018,1.2,4.95,TW29382,32000
1/2/2018,5.15,7.92,JF93837,36000
1/3/2018,4.3,5.94,ST20938,43000
1/3/2018,2.35,5.94,UY59785,41000
1/3/2018,2.55,6.93,DI41455,9000
1/3/2018,3.4,7.92,ST20938,41000
1/3/2018,4.65,3.96,QW56895,3000
1/3/2018,4.65,5.94,SD61301,42000
1/4/2018,3.7,6.93,LL22355,14000
1/4/2018,3.3,4.95,WE42352,36000
1/4/2018,4.15,4.95,UY59785,9000
1/4/2018,2.7,4.95,DI92747,20000
1/4/2018,1.45,6.93,DI92747,25000
1/5/2018,2.9,4.95,SD61301,24000
1/5/2018,4.05,7.92,WI38374,42000
1/5/2018,4.5,5.94,AU44452,29000
1/5/2018,3.75,6.93,AU53252,52000
1/5/2018,5.25,7.92,AJ30909,19000
1/6/2018,5.7,4.95,QW56895,5000
1/6/2018,5.05,4.95,SD61301,13000
1/6/2018,1.55,7.92,KM81354,33000
1/6/2018,3.6,5.94,ST20938,12000
1/7/2018,3.75,4.95,WE68594,15000
1/8/2018,5.25,5.94,JF93837,41000
1/8/2018,2.8,8.91,AJ93848,25000
1/9/2018,1.15,6.93,WE68594,28000
1/9/2018,3.55,4.95,SD61301,56000
1/9/2018,1.15,6.93,WI38374,42000
1/9/2018,5.55,3.96,WG15152,43000
1/9/2018,1.9,4.95,LL22355,42000
1/10/2018,5.85,5.94,AJ30909,55000
1/10/2018,4.65,5.94,AL30JS,7000
1/11/2018,3.6,4.95,KO54545,32000
1/11/2018,3.05,5.94,DI92747,36000
1/11/2018,3.4,4.95,WE42352,19000
1/12/2018,3.8,6.93,BH66216,8000
1/12/2018,4.1,4.95,KN84849,37000
1/13/2018,3.5,3.96,TW29382,43000
1/13/2018,2.95,5.94,KO54545,27000
1/13/2018,5.8,6.93,KO54545,40000
1/13/2018,3.05,3.96,UY59785,22000
1/13/2018,2.9,7.92,FU92873,26000
1/15/2018,1.8,7.92,LL22355,1000
1/15/2018,3.15,6.93,JI20398,54000
1/15/2018,1.7,5.94,LL22355,59000
1/15/2018,4.35,4.95,FIO2818,23000
1/15/2018,3.9,4.95,RS29392,26000
1/15/2018,2.75,5.94,TW29382,43000
1/16/2018,4.15,8.91,FU92873,55000
1/16/2018,5.75,7.92,WE42352,52000
1/16/2018,2.05,8.91,JF93837,43000
1/17/2018,1.75,8.91,JF93837,5000
1/17/2018,1.1,5.94,LL22355,36000
1/18/2018,3.8,5.94,WE42352,32000
1/18/2018,1.4,8.91,EN15154,60000
1/18/2018,1.25,5.94,ST20938,11000
1/19/2018,2.8,4.95,JI20398,28000
1/19/2018,2.2,6.93,KO54545,45000
1/20/2018,5.7,6.93,QZ38383,38000
1/20/2018,5.15,3.96,FIO2818,48000
1/21/2018,2.5,4.95,KN84849,8000
1/21/2018,4.2,5.94,DI41455,59000
1/21/2018,4.35,5.94,QZ38383,33000
1/21/2018,5.75,4.95,JF93837,51000
1/21/2018,2.3,6.93,QZ38383,47000
1/21/2018,1.85,3.96,KO54545,13000
1/22/2018,5.75,8.91,BH66216,8000
1/23/2018,2.85,5.94,BH66216,43000
1/23/2018,3.4,5.94,QB52151,45000
1/23/2018,4.05,6.93,DI92747,44000
1/24/2018,1.45,6.93,ST20938,13000
1/25/2018,2.95,7.92,QW56895,57000
1/25/2018,4.75,7.92,KO54545,15000
1/26/2018,3.9,4.95,AJ93848,20000
1/26/2018,5.95,5.94,AJ30909,10000
1/26/2018,2.7,8.91,WE42352,30000
1/26/2018,5.15,5.94,AL30JS,51000
1/27/2018,5.35,6.93,JF93837,56000
1/27/2018,1.35,7.92,WE42352,55000
1/28/2018,1.25,7.92,EI92873,15000
1/29/2018,5.85,5.94,LL22355,54000
1/29/2018,4.85,8.91,AL30JS,3000
1/29/2018,1.4,4.95,AJ30909,22000
1/29/2018,3.55,5.94,KO54545,16000
1/29/2018,2.4,4.95,FIO2818,31000
1/30/2018,3.55,4.95,BH66216,3000
1/31/2018,5.05,7.92,EN15154,34000
1/31/2018,5.15,6.93,DI92747,45000
2/1/2018,2.45,7.92,SS93393,23000
2/1/2018,4.65,7.92,AJ30909,51000
2/1/2018,4.6,5.94,KN84849,28000
2/1/2018,1.4,4.95,AJ30909,58000
2/2/2018,3.3,7.92,EI92873,20000
2/2/2018,4.35,6.93,KN84849,36000
2/3/2018,2.4,6.93,AJ30909,45000
2/3/2018,1.8,6.93,WE68594,19000
2/3/2018,2.05,6.93,EN15154,21000
2/3/2018,4.1,7.92,WE68594,23000
2/4/2018,3.6,4.95,KM81354,6000
2/4/2018,1.65,3.96,AU44452,39000
2/5/2018,1.45,7.92,DI92747,17000
2/5/2018,3.7,6.93,TW29382,49000
2/5/2018,1.15,6.93,TW29382,15000
2/5/2018,3.35,7.92,FU92873,51000
2/6/2018,2.25,6.93,KO54545,44000
2/6/2018,1.95,4.95,SD61301,59000
2/6/2018,1.05,4.95,AJ93848,52000
2/6/2018,2.45,4.95,DI41455,40000
2/7/2018,4.2,7.92,QZ38383,52000
2/8/2018,1.65,8.91,AU53252,60000
2/9/2018,2.45,6.93,TW29382,42000
2/9/2018,1.1,5.94,AU44452,13000
2/10/2018,4,6.93,KM81354,55000
2/11/2018,3.45,5.94,WI38374,22000
2/11/2018,2.6,8.91,WG15152,51000
2/11/2018,1.65,4.95,KN84849,39000
2/11/2018,5.55,6.93,ST20938,48000
2/12/2018,5.85,8.91,JI20398,58000
2/12/2018,4.55,5.94,QW56895,56000
2/12/2018,3.15,5.94,EN15154,60000
2/13/2018,4.85,4.95,WE68594,36000
2/13/2018,4.95,8.91,AJ30909,33000
2/14/2018,1.65,6.93,FF39393,22000
2/14/2018,5.25,8.91,DI41455,46000
2/14/2018,5,6.93,KO54545,39000
2/15/2018,5.5,6.93,DI41455,47000
2/15/2018,4.95,5.94,AL30JS,34000
2/15/2018,5.9,4.95,JF93837,45000
2/15/2018,2.65,4.95,JI20398,2000
2/15/2018,1.9,5.94,LL22355,33000
2/15/2018,3.35,5.94,AJ93848,18000
2/15/2018,4.35,3.96,BH66216,39000
2/16/2018,3.45,4.95,AJ93848,20000
2/16/2018,4.3,5.94,EN15154,57000
2/16/2018,2.3,7.92,LL22355,48000
2/17/2018,5.45,6.93,AU53252,15000
2/17/2018,3.5,8.91,AL30JS,54000
2/17/2018,1.25,8.91,EB26526,26000
2/17/2018,4.75,3.96,RS29392,57000
2/17/2018,2.25,4.95,WG15152,29000
2/17/2018,5.15,6.93,EN15154,37000
2/18/2018,4.9,8.91,DC54863,15000
2/18/2018,1.9,6.93,EN15154,20000
2/18/2018,5.5,5.94,UY59785,24000
2/19/2018,2,8.91,WG15152,25000
2/19/2018,1.5,4.95,KO54545,10000
2/20/2018,5.75,5.94,LL22355,26000
2/20/2018,1.3,5.94,AJ93848,59000
2/20/2018,5.65,3.96,QW56895,14000
2/21/2018,5.65,5.94,EN15154,22000
2/21/2018,5.65,6.93,LL22355,55000
2/22/2018,5.1,6.93,AU44452,31000
2/22/2018,2.55,5.94,QZ38383,45000
2/22/2018,3.75,7.92,AU44452,59000
2/22/2018,3.35,8.91,FF39393,18000
2/22/2018,3.1,8.91,TW29382,59000
2/22/2018,1.8,4.95,TW29382,44000
2/23/2018,2.4,5.94,AU44452,8000
2/23/2018,6,6.93,JI20398,52000
2/25/2018,1,7.92,BH66216,37000
2/25/2018,4.95,5.94,FU92873,28000
2/25/2018,2.55,6.93,AL30JS,59000
2/25/2018,5.8,6.93,FU92873,53000
2/25/2018,2.15,6.93,DC54863,60000
2/25/2018,5.15,6.93,AU44452,12000
2/25/2018,1.4,4.95,RS29392,47000
2/25/2018,4.75,8.91,UY59785,11000
2/25/2018,3.9,4.95,EI92873,23000
2/26/2018,4.45,8.91,LL22355,9000
2/26/2018,3.75,7.92,FIO2818,56000
2/26/2018,2.45,6.93,WE68594,41000
2/26/2018,2.8,6.93,DI92747,58000
2/26/2018,1.25,4.95,KO54545,5000
2/26/2018,5.35,3.96,FF39393,60000
2/27/2018,2,6.93,WE68594,53000
2/28/2018,2.1,3.96,EB26526,24000
2/28/2018,1.95,5.94,WE68594,12000
3/2/2018,2.55,5.94,UY59785,54000
3/2/2018,3.3,3.96,DI41455,20000
3/2/2018,4.95,8.91,QB52151,50000
3/2/2018,5.45,6.93,FU92873,47000
3/3/2018,5.65,4.95,KO54545,54000
3/3/2018,1.5,4.95,EN15154,13000
3/4/2018,4.7,6.93,WG15152,39000
3/4/2018,5.5,7.92,WE68594,41000
3/4/2018,2.3,8.91,SS93393,48000
3/5/2018,1.75,7.92,UY59785,11000
3/5/2018,5.25,8.91,DI92747,36000
3/5/2018,4.7,5.94,FIO2818,22000
3/6/2018,5.7,4.95,EI92873,20000
3/6/2018,5.6,8.91,FF39393,33000
3/7/2018,3.05,8.91,AL30JS,41000
3/7/2018,3.55,6.93,FF39393,40000
3/7/2018,2.05,8.91,DI92747,4000
3/7/2018,2.05,7.92,EB26526,11000
3/7/2018,3.25,7.92,WE42352,59000
3/7/2018,3.75,5.94,AJ30909,10000
3/8/2018,5.95,8.91,QB52151,40000
3/8/2018,4.4,7.92,AU44452,21000
3/8/2018,1.3,6.93,WG15152,11000
3/8/2018,5.2,3.96,FIO2818,31000
3/9/2018,3.4,7.92,EN15154,19000
3/9/2018,3.6,7.92,QB52151,18000
3/9/2018,4.85,5.94,AU44452,9000
3/9/2018,5,5.94,KO54545,49000
3/9/2018,2.5,3.96,TW29382,33000
3/10/2018,2.55,7.92,WE68594,27000
3/10/2018,2.75,5.94,JF93837,20000
3/10/2018,4.3,6.93,LL22355,31000
3/10/2018,3.55,7.92,KO54545,14000
3/11/2018,3.1,5.94,KO54545,45000
3/11/2018,5.05,4.95,TW29382,52000
3/11/2018,3.95,6.93,JF93837,34000
3/11/2018,4.3,5.94,FIO2818,17000
3/11/2018,5.7,7.92,EB26526,57000
3/12/2018,4.15,6.93,SD61301,60000
3/12/2018,1.8,4.95,WI38374,2000
3/13/2018,2.65,7.92,AJ93848,2000
3/13/2018,5.15,3.96,WG15152,37000
3/14/2018,1.7,5.94,BH66216,27000
3/15/2018,5.8,4.95,AJ30909,6000
3/15/2018,4.15,7.92,RS29392,19000
3/15/2018,5.9,5.94,JF93837,12000
3/15/2018,1.3,6.93,DC54863,12000
3/16/2018,2.2,4.95,DI41455,49000
3/16/2018,4.55,7.92,UY59785,4000
3/16/2018,1.75,7.92,FF39393,29000
3/17/2018,3.5,6.93,QZ38383,9000
3/17/2018,1.35,8.91,JF93837,35000
3/18/2018,3.45,5.94,JI20398,24000
3/19/2018,2.75,6.93,FU92873,56000
3/19/2018,4.4,7.92,JI20398,32000
3/19/2018,6,5.94,BH66216,44000
3/19/2018,1.35,7.92,WI38374,13000
3/20/2018,5.65,6.93,SS93393,56000
3/20/2018,2,4.95,FU92873,58000
3/20/2018,3.8,6.93,TW29382,1000
3/20/2018,1.15,7.92,WE68594,5000
3/21/2018,3.1,8.91,WE68594,5000
3/21/2018,5.05,4.95,RS29392,6000
3/21/2018,3.75,6.93,BH66216,16000
3/21/2018,1.8,5.94,EN15154,17000
3/22/2018,1.2,6.93,AJ93848,7000
3/22/2018,2.6,4.95,FIO2818,9000
3/22/2018,2.55,4.95,BH66216,2000
3/23/2018,2.55,6.93,KO54545,3000
3/23/2018,4.2,3.96,QB52151,7000
3/23/2018,3.4,4.95,KO54545,29000
3/23/2018,2.35,8.91,RS29392,43000
3/24/2018,3.35,7.92,AJ93848,2000
3/24/2018,2.4,4.95,DI41455,21000
3/24/2018,3.4,5.94,FIO2818,32000
3/25/2018,1.75,7.92,UY59785,16000
3/25/2018,5.4,7.92,KN84849,29000
3/25/2018,5.2,7.92,JF93837,44000
3/25/2018,5.95,8.91,FU92873,35000
3/25/2018,1.85,7.92,QW56895,4000
3/26/2018,1.5,5.94,WI38374,5000
3/26/2018,2,6.93,AJ93848,12000
3/27/2018,4.4,7.92,QZ38383,18000
3/27/2018,3.2,3.96,FF39393,42000
3/27/2018,3.4,6.93,QB52151,30000
3/27/2018,4.85,4.95,FF39393,40000
3/27/2018,5.55,5.94,EN15154,19000
3/27/2018,4.4,5.94,FU92873,49000
3/28/2018,2.2,4.95,ST20938,41000
3/28/2018,2.85,3.96,JF93837,22000
3/29/2018,5.7,4.95,RS29392,31000
3/29/2018,1.1,3.96,SD61301,14000
3/29/2018,3.8,7.92,KN84849,38000
3/29/2018,4.25,4.95,RS29392,27000
3/30/2018,1.5,4.95,KO54545,49000
3/30/2018,4.7,4.95,WE68594,20000
3/30/2018,3.5,7.92,KO54545,7000
3/30/2018,2,6.93,BH66216,6000
3/31/2018,2.45,6.93,AJ30909,49000
3/31/2018,3.65,5.94,AU53252,27000
3/31/2018,3.4,7.92,WE42352,27000
4/1/2018,4.35,6.93,AL30JS,20000
4/1/2018,4.65,3.96,AJ30909,52000
4/1/2018,3.25,4.95,UY59785,45000
4/1/2018,2.3,3.96,JF93837,7000
4/1/2018,3.95,4.95,RS29392,55000
4/1/2018,5.6,4.95,QW56895,33000
4/2/2018,4.55,6.93,WE42352,45000
4/2/2018,5.55,7.92,KN84849,56000
4/2/2018,4.65,3.96,SD61301,60000
4/2/2018,2,3.96,AJ30909,33000
4/3/2018,1.2,5.94,EI92873,14000
4/3/2018,4.8,4.95,TW29382,21000
4/3/2018,2.8,8.91,DI92747,45000
4/4/2018,5.75,8.91,DI92747,22000
4/4/2018,3.3,6.93,WE42352,36000
4/4/2018,2.3,5.94,AU44452,30000
4/5/2018,1.65,8.91,WG15152,53000
4/5/2018,3.05,3.96,WI38374,37000
4/5/2018,4.1,8.91,TW29382,38000
4/5/2018,5.15,7.92,SS93393,49000
4/5/2018,1.6,3.96,EI92873,45000
4/6/2018,5.45,4.95,ST20938,52000
4/6/2018,3.45,7.92,JI20398,15000
4/6/2018,3.85,5.94,JI20398,18000
4/7/2018,4.55,7.92,UY59785,24000
4/7/2018,4.1,8.91,QW56895,48000
4/8/2018,1.6,7.92,LL22355,22000
4/8/2018,5.7,3.96,WE42352,21000
4/8/2018,3.6,6.93,EB26526,30000
4/9/2018,2.6,3.96,SD61301,15000
4/9/2018,4.9,7.92,QB52151,57000
4/9/2018,1.6,7.92,KM81354,52000
4/10/2018,3.25,4.95,FIO2818,18000
4/10/2018,4.35,3.96,TW29382,60000
4/10/2018,1.15,7.92,QB52151,29000
4/10/2018,3.45,8.91,TW29382,53000
4/10/2018,1.85,5.94,AJ30909,11000
4/11/2018,1.3,7.92,RS29392,42000
4/11/2018,3.8,6.93,SD61301,49000
4/11/2018,3.85,4.95,QZ38383,25000
4/11/2018,1.65,3.96,EB26526,42000
4/11/2018,2.25,6.93,AL30JS,28000
4/11/2018,4.7,5.94,WG15152,12000
4/11/2018,4.55,5.94,DI92747,37000
4/12/2018,3.45,6.93,AU53252,21000
4/12/2018,1.8,7.92,EI92873,2000
4/12/2018,1.3,6.93,ST20938,8000
4/12/2018,5.3,6.93,JF93837,9000
4/12/2018,3.65,8.91,JI20398,9000
4/12/2018,4.75,5.94,QW56895,3000
4/13/2018,5.45,4.95,FIO2818,14000
4/13/2018,4,7.92,AU53252,38000
4/13/2018,2.35,4.95,AL30JS,36000
4/14/2018,3.75,8.91,RS29392,26000
4/14/2018,5.4,4.95,BH66216,26000
4/14/2018,1.95,7.92,AU44452,22000
4/14/2018,4.2,5.94,WG15152,14000
4/14/2018,3.5,8.91,FF39393,19000
4/14/2018,5.65,3.96,DC54863,58000
4/14/2018,1.9,5.94,KO54545,36000
4/15/2018,3.55,5.94,RS29392,13000
4/15/2018,5.8,4.95,AU44452,55000
4/15/2018,1.35,6.93,FIO2818,26000
4/16/2018,4.7,8.91,LL22355,5000
4/16/2018,4.5,3.96,JF93837,27000
4/16/2018,5.45,4.95,FIO2818,48000
4/16/2018,2.05,3.96,EN15154,46000
4/17/2018,5.8,7.92,JI20398,50000
4/17/2018,5.6,8.91,DI92747,57000
4/18/2018,5.75,7.92,WE68594,2000
4/18/2018,1.15,5.94,QZ38383,41000
4/18/2018,3,5.94,FU92873,32000
4/18/2018,1.8,6.93,EB26526,38000
4/19/2018,1.3,4.95,AJ93848,2000
4/19/2018,3.55,4.95,QZ38383,54000
4/19/2018,3.55,5.94,JF93837,17000
4/20/2018,2.15,5.94,AU44452,60000
4/20/2018,5.55,6.93,KM81354,31000
4/21/2018,1.05,7.92,JF93837,19000
4/22/2018,1.5,4.95,WI38374,10000
4/22/2018,5.15,5.94,DI41455,36000
4/22/2018,5.5,3.96,ST20938,26000
4/22/2018,4.65,7.92,KO54545,25000
4/23/2018,2.7,5.94,ST20938,47000
4/23/2018,5.1,6.93,SS93393,2000
4/24/2018,2.15,4.95,WE42352,19000
4/24/2018,5.85,3.96,AL30JS,11000
4/24/2018,3.15,4.95,EI92873,41000
4/24/2018,5.45,6.93,FF39393,35000
4/25/2018,3,6.93,WG15152,31000
4/25/2018,3.5,7.92,ST20938,49000
4/25/2018,1.25,6.93,FF39393,39000
4/26/2018,2.95,6.93,KM81354,26000
4/26/2018,5,6.93,UY59785,2000
4/26/2018,5.15,8.91,RS29392,47000
4/26/2018,2.7,8.91,FIO2818,35000
4/26/2018,1.35,4.95,KO54545,17000
4/27/2018,3.5,3.96,AL30JS,8000
4/27/2018,5.05,6.93,DI92747,10000
4/27/2018,1.85,3.96,FU92873,55000
4/27/2018,2.3,8.91,QB52151,58000
4/28/2018,3.6,7.92,QZ38383,19000
4/28/2018,3.2,8.91,KN84849,35000
4/28/2018,3.35,4.95,KN84849,58000
4/29/2018,1.3,4.95,QW56895,40000
4/29/2018,2.2,5.94,WE42352,59000
4/29/2018,1.2,3.96,QZ38383,42000
4/29/2018,4.25,5.94,FF39393,18000
4/30/2018,3.05,4.95,EB26526,33000
4/30/2018,5,7.92,KM81354,19000
4/30/2018,5.95,7.92,JF93837,58000
5/1/2018,2.85,8.91,WE68594,8000
5/1/2018,5.75,4.95,FU92873,59000
5/1/2018,2.4,4.95,WI38374,12000
5/3/2018,2.85,8.91,DC54863,20000
5/3/2018,3.35,4.95,KM81354,6000
5/3/2018,1.35,8.91,RS29392,1000
5/3/2018,2.6,7.92,QW56895,7000
5/3/2018,4.95,4.95,WE42352,40000
5/4/2018,3.5,6.93,KO54545,50000
5/4/2018,2.35,5.94,SD61301,38000
5/4/2018,5.15,7.92,EB26526,3000
5/4/2018,2.75,5.94,WI38374,30000
5/5/2018,5.65,8.91,JF93837,57000
5/5/2018,3.3,5.94,AU44452,33000
5/5/2018,2.85,6.93,QW56895,52000
5/5/2018,3.1,4.95,DI41455,8000
5/6/2018,3.95,7.92,DC54863,34000
5/6/2018,5.05,4.95,WG15152,57000
5/6/2018,2.4,5.94,ST20938,5000
5/6/2018,5.6,4.95,EI92873,48000
5/6/2018,5.95,7.92,LL22355,4000
5/7/2018,5.85,5.94,AJ30909,29000
5/7/2018,3.85,8.91,AU53252,40000
5/7/2018,5.2,8.91,RS29392,46000
5/7/2018,3.7,5.94,DI92747,26000
5/7/2018,4,6.93,QW56895,29000
5/7/2018,5.45,5.94,WG15152,50000
5/7/2018,4.6,7.92,AJ93848,42000
5/8/2018,4.15,5.94,WE68594,6000
5/8/2018,3.8,6.93,QW56895,34000
5/8/2018,1.5,4.95,KN84849,50000
5/8/2018,2.9,5.94,WG15152,23000
5/8/2018,2.65,4.95,RS29392,22000
5/9/2018,4.45,4.95,RS29392,30000
5/9/2018,3.1,4.95,FF39393,10000
5/9/2018,3.15,7.92,AJ93848,5000
5/10/2018,5.6,6.93,WE68594,27000
5/10/2018,1.2,4.95,AJ30909,56000
5/10/2018,4.6,4.95,QW56895,57000
5/10/2018,5.85,8.91,DC54863,12000
5/10/2018,5.05,3.96,EN15154,1000
5/10/2018,5.1,4.95,EN15154,13000
5/11/2018,1.8,6.93,AU44452,50000
5/11/2018,5.3,7.92,WE68594,11000
5/11/2018,3.9,4.95,AL30JS,41000
5/11/2018,4.9,4.95,RS29392,40000
5/12/2018,3.9,6.93,AL30JS,36000
5/12/2018,5.2,7.92,UY59785,54000
5/12/2018,2.4,5.94,AL30JS,45000
5/12/2018,4.75,6.93,EI92873,19000
5/12/2018,2.9,5.94,KO54545,35000
5/13/2018,2.95,7.92,AU53252,51000
5/14/2018,1.55,5.94,AJ93848,34000
5/14/2018,1.3,4.95,FF39393,34000
5/14/2018,4.8,4.95,KM81354,39000
5/14/2018,1.7,7.92,BH66216,53000
5/15/2018,5.55,5.94,AJ93848,3000
5/15/2018,1.7,3.96,FIO2818,32000
5/15/2018,1.5,6.93,BH66216,11000
5/15/2018,1.1,5.94,WG15152,17000
5/15/2018,1.65,4.95,JF93837,28000
5/15/2018,3.8,6.93,AJ93848,28000
5/15/2018,3.9,3.96,DI41455,12000
5/15/2018,5.75,5.94,WI38374,30000
5/15/2018,1.1,3.96,LL22355,17000
5/15/2018,4.65,8.91,AJ93848,60000
5/16/2018,2.55,6.93,JF93837,5000
5/16/2018,2.55,4.95,LL22355,39000
5/16/2018,4.7,7.92,JF93837,22000
5/17/2018,5.3,4.95,AJ30909,60000
5/17/2018,5.65,4.95,TW29382,28000
5/17/2018,4.3,4.95,AU44452,13000
5/18/2018,4,7.92,DI92747,5000
5/18/2018,3.3,4.95,DI92747,38000
5/18/2018,3.1,5.94,WE42352,24000
5/18/2018,3.05,4.95,SS93393,10000
5/18/2018,1.25,8.91,QB52151,33000
5/19/2018,3.8,4.95,WE68594,29000
5/20/2018,4,6.93,QZ38383,60000
5/20/2018,4.15,5.94,TW29382,33000
5/20/2018,2.6,5.94,LL22355,5000
5/20/2018,3.85,7.92,TW29382,56000
5/21/2018,5.65,6.93,AL30JS,49000
5/21/2018,5.05,4.95,QB52151,60000
5/22/2018,4.75,8.91,DI92747,2000
5/22/2018,4.65,4.95,JF93837,50000
5/22/2018,2.3,3.96,KM81354,5000
5/22/2018,4.35,5.94,DI92747,3000
5/23/2018,1.9,4.95,KN84849,53000
5/23/2018,2.85,6.93,KN84849,58000
5/23/2018,4.9,3.96,KO54545,56000
5/23/2018,2.1,7.92,BH66216,1000
5/24/2018,3.35,8.91,QZ38383,45000
5/24/2018,5.35,5.94,DC54863,50000
5/25/2018,3.85,5.94,DI92747,58000
5/25/2018,2.05,5.94,QB52151,26000
5/25/2018,2.25,8.91,DI41455,29000
5/25/2018,3.7,8.91,DI41455,20000
5/25/2018,3.4,8.91,EN15154,53000
5/25/2018,1.15,4.95,AL30JS,27000
5/25/2018,2.9,3.96,EB26526,54000
5/26/2018,1,3.96,AU53252,37000
5/26/2018,5.45,6.93,EI92873,21000
5/26/2018,4.45,5.94,ST20938,3000
5/27/2018,4.65,3.96,ST20938,9000
5/27/2018,4.95,8.91,JI20398,47000
5/27/2018,2.2,3.96,AL30JS,4000
5/28/2018,5.7,8.91,UY59785,46000
5/28/2018,1.5,5.94,SD61301,4000
5/28/2018,1.3,5.94,AU53252,43000
5/28/2018,3.45,5.94,SD61301,56000
5/29/2018,1.35,6.93,DI41455,25000
5/29/2018,4.2,4.95,SS93393,50000
5/29/2018,2.8,6.93,DI92747,5000
5/29/2018,4.15,5.94,ST20938,47000
5/29/2018,4.65,4.95,WG15152,4000
5/29/2018,3.9,6.93,WG15152,25000
5/30/2018,4.2,7.92,SD61301,14000
5/31/2018,4.85,5.94,DC54863,56000
5/31/2018,4.85,5.94,AL30JS,40000
5/31/2018,4,6.93,LL22355,53000
5/31/2018,4.05,4.95,FF39393,20000
5/31/2018,4.9,5.94,WE68594,41000
5/31/2018,1.45,8.91,KN84849,21000
6/1/2018,2.1,8.91,FF39393,48000
6/1/2018,5.65,4.95,SD61301,38000
6/1/2018,4.25,6.93,JI20398,55000
6/2/2018,4.9,5.94,AU44452,41000
6/2/2018,2.2,8.91,FIO2818,43000
6/2/2018,4.85,5.94,WE68594,36000
6/2/2018,1.6,7.92,WE68594,24000
6/2/2018,5.25,6.93,DC54863,58000
6/2/2018,1.35,3.96,QB52151,51000
6/3/2018,2.9,8.91,WI38374,21000
6/3/2018,1.65,6.93,KM81354,11000
6/3/2018,2.75,4.95,AL30JS,34000
6/3/2018,3,7.92,AL30JS,20000
6/3/2018,3.4,8.91,AL30JS,49000
6/4/2018,1.45,7.92,BH66216,20000
6/4/2018,5.2,5.94,FIO2818,58000
6/4/2018,2.45,4.95,WI38374,10000
6/4/2018,1,8.91,AU53252,40000
6/4/2018,3.75,3.96,EN15154,1000
6/5/2018,4.45,4.95,TW29382,27000
6/5/2018,5.45,6.93,QW56895,4000
6/5/2018,1.9,6.93,SD61301,7000
6/6/2018,1.65,8.91,DI41455,19000
6/6/2018,3.95,4.95,FIO2818,54000
6/6/2018,3.7,6.93,EI92873,54000
6/6/2018,5.6,4.95,FF39393,18000
6/6/2018,2.4,4.95,WI38374,18000
6/7/2018,1,3.96,FF39393,54000
6/7/2018,5.75,8.91,DI92747,36000
6/7/2018,2.2,7.92,JF93837,2000
6/7/2018,2.7,8.91,EI92873,46000
6/7/2018,1,5.94,AU44452,26000
6/7/2018,5.7,5.94,AU44452,43000
6/8/2018,2.7,5.94,QW56895,32000
6/8/2018,5.8,8.91,KN84849,55000
6/9/2018,3.6,3.96,AJ93848,27000
6/9/2018,2,5.94,WE68594,5000
6/9/2018,3.85,4.95,EN15154,35000
6/9/2018,5.5,3.96,SD61301,1000
6/9/2018,2.35,4.95,EI92873,60000
6/9/2018,3.5,7.92,WE42352,40000
6/10/2018,1.4,6.93,AL30JS,38000
6/10/2018,4.8,8.91,AL30JS,13000
6/10/2018,2.1,6.93,BH66216,28000
6/10/2018,4.9,5.94,EN15154,27000
6/10/2018,3.6,5.94,SS93393,51000
6/10/2018,5.25,4.95,QW56895,26000
6/11/2018,1.15,5.94,AU44452,34000
6/11/2018,1.25,5.94,SS93393,40000
6/11/2018,1.8,7.92,AU44452,17000
6/11/2018,5.45,4.95,QZ38383,19000
6/12/2018,5.75,7.92,ST20938,30000
6/12/2018,3.4,7.92,QZ38383,4000
6/12/2018,5.35,3.96,DI92747,21000
6/13/2018,3.9,5.94,FU92873,25000
6/13/2018,4.2,6.93,QW56895,11000
6/13/2018,4.1,6.93,WE68594,29000
6/13/2018,2.95,7.92,EI92873,45000
6/13/2018,2.9,8.91,DI41455,31000
